PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
313,Civic Education,"The Election Operations Plan is a comprehensive document covering voter registration, boundary delimitation, technology deployment, logistics, staff recruitment and training, election security, and risk management and accountability frameworks.","Mpango wa Uendeshaji wa Uchaguzi ni hati kamili inayohusu usajili wa wapiga kura, uwekaji mipaka, utumaji wa teknolojia, vifaa, uajiri na mafunzo ya wafanyakazi, usalama wa uchaguzi, na mifumo ya usimamizi wa hatari na uwajibikaji.",,IEBC (X/Twitter),5/5/2026,Election Operations Plan scope
314,Civic Education,"Article 38 of the Constitution guarantees every citizen the right to join a political party, vote in free and fair elections, and vie for public office — rights given practical effect only through registration as a voter.","Kifungu cha 38 cha Katiba kinamhakikishia kila raia haki ya kujiunga na chama cha siasa, kupiga kura katika uchaguzi huru na wa haki, na kugombea nafasi ya umma — haki zinazotolewa kwa vitendo kupitia usajili kama mpiga kura pekee.",,IEBC (X/Twitter),24/04/2026,Constitutional basis for voter registration (Article 38)
PSA00000,Security,High traffic areas frequented by foreigners and tourists in Nairobi and elsewhere in Kenya,Maeneo yenye msongamano mkubwa wa magari yanayotembelewa na wageni na watalii jijini Nairobi na kwingineko nchini Kenya,,US Embassy in Kenya,5/9/2025,
PSA00001,Security,Stay alert in locations frequented by tourists/foreigners.,Kuwa macho katika maeneo yanayotembelewa na watalii/wageni mara kwa mara.,,US Embassy in Kenya,5/9/2025,
PSA00002,Security,Review your personal security plans,Kagua mipango yako ya usalama wa kibinafsi,,US Embassy in Kenya,5/9/2025,
PSA00003,Security,Be aware of your surroundings,Kuwa mwangalifu kuhusu mazingira yako,,US Embassy in Kenya,5/9/2025,
PSA00004,Security,Monitor local media for updates,Fuatilia vyombo vya habari vya ndani kwa ajili ya masasisho,,US Embassy in Kenya,5/9/2025,
PSA00005,Security,Avoid protest areas and demonstrations,Epuka maeneo ya maandamano na maandamano,,US Embassy in Kenya,5/9/2025,
PSA00006,Security,Avoid crowds,Epuka umati wa watu,,US Embassy in Kenya,5/9/2025,
PSA00007,Security,Keep a low profile,Weka wasifu mdogo,,US Embassy in Kenya,5/9/2025,
PSA00008,Security,Keep doors locked and windows rolled up while in a vehicle,Weka milango imefungwa na madirisha yamefungwa ukiwa ndani ya gari,,US Embassy in Kenya,7/7/2026,
PSA00009,Security,Notify friends and family of your whereabouts and safety,Wajulishe marafiki na familia kuhusu mahali ulipo na usalama wako,,US Embassy in Kenya,7/7/2026,
PSA00010,Security,Prepare a plan for emergency situations,Tayarisha mpango wa dharura,,Travel.state.gov,17/3/2025,
PSA00011,Security,14 suspects arraigned over violence in Kisumu and Nyahururu,Washukiwa 14 walifikishwa mahakamani kuhusiana na ghasia huko Kisumu na Nyahururu,,National Police Service - Kenya | on X,13/7/2026,
PSA00012,Security,"Community engagement leads to successful surrender of illegal firearms in Galendyertu Sub-County, Tana River County","Ushirikishwaji wa jamii umesababisha kufanikiwa kwa kusalimisha silaha haramu katika Kaunti Ndogo ya Galendyertu, Kaunti ya Tana River",,National Police Service - Kenya | on X,13/7/2026,
PSA00013,Security,"Police seize 3,860 litres of illicit bre in Soweto, Kahawa West","Polisi wakamata lita 3,860 za bia haramu huko Soweto, Kahawa Magharibi",,National Police Service - Kenya | on X,13/7/2026,
PSA00014,Security,Police arrest two drug traffickers in Busia County,Polisi wawakamata wafanyabiashara wawili wa dawa za kulevya katika Kaunti ya Busia,,National Police Service - Kenya | on X,7/12/2026,
PSA00015,Security,One arrested as police discover hidden cannabis plantation in Nakuru County,Mtu mmoja akamatwa huku polisi wakigundua shamba la bangi lililofichwa katika Kaunti ya Nakuru,,National Police Service - Kenya | on X,7/12/2026,
PSA00016,Security,Terrorists are very likely to try to carry out attacks in Kenya.,Kuna uwezekano mkubwa kwamba magaidi watajaribu kufanya mashambulizi nchini Kenya.,,Gov.uk,,
PSA00017,Security,"Demonstration Alert: U.S. Embassy Nairobi (Kenya), Planned Demonstration in Nanyuki Town on June 9, 2026","Tahadhari ya Maandamano: Ubalozi wa Marekani Nairobi (Kenya), Maandamano Yaliyopangwa katika Mji wa Nanyuki mnamo Juni 9, 2026",,Overseas Security Advisory Council (OSAC),6/9/2026,
PSA00018,Security,"Demonstration Alert: Countrywide (Kenya), Public Transportation Strike","Tahadhari ya Maandamano: Nchi nzima (Kenya), Mgomo wa Usafiri wa Umma",,Overseas Security Advisory Council (OSAC),18/5/2026,
PSA00019,Security,"Demonstration Alert: U.S. Embassy Nairobi (Kenya), Planned Protests on April 21, 2026","Tahadhari ya Maandamano: Ubalozi wa Marekani Nairobi (Kenya), Maandamano Yaliyopangwa Aprili 21, 2026",,Overseas Security Advisory Council (OSAC),20/4/2026,
PSA00020,Security,"Demonstration Alert: Nairobi (Kenya), Demonstrations Near U.S. Embassy on January 14","Tahadhari ya Maandamano: Nairobi (Kenya), Maandamano Karibu na Ubalozi wa Marekani mnamo Januari 14",,Overseas Security Advisory Council (OSAC),13/1/2026,
PSA00021,Security,"Security Alert: Kenya, Exercise Personal Security and Situational Awareness","Tahadhari ya Usalama: Kenya, Fanya Uelewa wa Usalama Binafsi na Hali",,Overseas Security Advisory Council (OSAC),19/8/2025,
PSA00022,Security,"Security Alert: CBD Nairobi (Kenya), Protest Related Disruptions July 7, 2025","Tahadhari ya Usalama: CBD Nairobi (Kenya), Usumbufu Unaohusiana na Maandamano Julai 7, 2025",,Overseas Security Advisory Council (OSAC),7/6/2025,
PSA00023,Security,"Demonstration Alert: Kenya, Protests Resume on June 26","Tahadhari ya Maandamano: Kenya, Maandamano Yaanza tena Juni 26",,Overseas Security Advisory Council (OSAC),26/6/2025,
PSA00024,Security,"Demonstration Alert: Kenya, Violent Protests Nationwide June 25","Tahadhari ya Maandamano: Kenya, Maandamano ya Vurugu Nchini Kote Juni 25",,Overseas Security Advisory Council (OSAC),25/6/2025,
PSA00025,Security,"Demonstration Alert: Kenya, Protests Expected Nationwide on June 25","Tahadhari ya Maandamano: Kenya, Maandamano Yanatarajiwa Kitaifa Kote mnamo Juni 25",,Overseas Security Advisory Council (OSAC),20/6/2025,
PSA00026,Security,"Security Alert: Nairobi (Kenya), Violent Demonstrations in Central Business District","Tahadhari ya Usalama: Nairobi (Kenya), Maandamano ya Vurugu Katika Wilaya ya Biashara ya Kati",,Overseas Security Advisory Council (OSAC),12/6/2025,
PSA00027,Security,"Security Alert: Nairobi (Kenya), Armed Protesters Blocking the Northern Bypass","Tahadhari ya Usalama: Nairobi (Kenya), Waandamanaji Wenye Silaha Wakizuia Njia ya Kaskazini",,Overseas Security Advisory Council (OSAC),13/5/2025,
PSA00028,Security,"Security Alert: Kenya, Increase in al-Shabaab Activity Along Somali border and Coastal Areas","Tahadhari ya Usalama: Kenya, Ongezeko la Shughuli za al-Shabaab Kwenye Mpaka wa Somalia na Maeneo ya Pwani",,Overseas Security Advisory Council (OSAC),5/9/2025,
PSA00029,Security,Travel Advisory: Kenya - Level 2 (Exercise Increased Caution),Ushauri wa Usafiri: Kenya - Kiwango cha 2 (Ongeza Tahadhari kwa Mazoezi),,Overseas Security Advisory Council (OSAC),17/3/2025,
PSA00030,Security,"Demonstration Alert: Kenya, January 6","Tahadhari ya Maandamano: Kenya, Januari 6",,Overseas Security Advisory Council (OSAC),1/6/2025,
PSA00031,Security,"Demonstration Alert: Potential Protests Across Kenya, December 30","Tahadhari ya Maandamano: Maandamano Yanayowezekana Kote Kenya, Desemba 30",,Overseas Security Advisory Council (OSAC),20/12/2024,
PSA00032,Security,Alert: Reminder to Exercise Increased Caution in Kenya,Tahadhari: Ukumbusho wa Kuwa na Tahadhari Zaidi nchini Kenya,,Overseas Security Advisory Council (OSAC),13/9/2024,
PSA00033,Security,"Demonstration Alert: Multiple Cities in Kenya, (August 8)","Tahadhari ya Maandamano: Miji Mingi nchini Kenya, (Agosti 8)",,Overseas Security Advisory Council (OSAC),8/6/2024,
PSA00034,Security,Demonstration Alert: Kenya,Tahadhari ya Maandamano: Kenya,,Overseas Security Advisory Council (OSAC),22/7/2024,
PSA00035,Security,"Demonstration Alert and Cancelation of Routine Consular Services: Nairobi (Kenya), July 2","Tahadhari ya Maandamano na Kufutwa kwa Huduma za Kawaida za Ubalozi: Nairobi (Kenya), Julai 2",,Overseas Security Advisory Council (OSAC),7/1/2024,
PSA00036,Security,Kenya crushes Saba Saba march in latest crackdown on dissent,Kenya yakandamiza maandamano ya Saba Saba katika msako wa hivi karibuni dhidi ya wapinzani,,africanews.com,7/7/2026,
PSA00037,Security,"Kenya, Tanzania suppress protests with heavy police deployments",Kenya na Tanzania zakandamiza maandamano kwa kupeleka polisi wengi,,apnews.com,7/7/2026,
PSA00038,Security,Protesters in Nairobi run for cover as shots ring out and police deploy tear gas,Waandamanaji jijini Nairobi wakimbilia kujificha huku risasi zikifyatuka na polisi wakirusha gesi ya kutoa machozi,,africanews.com,25/6/2026,
PSA00039,Security,"Four Killed, 12 Injured in Road Accidents Across Kenya Within 12 Hours","Watu Wanne Wauawa, 12 Wajeruhiwa Katika Ajali za Barabarani Kote Kenya Ndani ya Saa 12",,capitalfm.africa,23/6/2026,
PSA00040,Security,"Kenyan killed at protest against US Ebola facility was a teenager, relative says","Mkenya aliyeuawa katika maandamano dhidi ya kituo cha Marekani cha Ebola alikuwa kijana, jamaa asema",,reuters.com,6/12/2026,
PSA00041,Security,"Nanyuki Erupts Over Ebola Facility As Police, Protestors Clash",Nanyuki Yalipuka Kuhusu Kituo cha Ebola Huku Polisi na Waandamanaji Wakipambana,,dawan.africa,6/9/2026,
PSA00042,Security,"Kenyan activists protest rising cases of gender-based violence, femicide",Wanaharakati wa Kenya wapinga ongezeko la visa vya ukatili wa kijinsia na mauaji ya wanawake,,africanews.com,6/1/2026,
PSA00043,Security,Kenyans protest planned US Ebola quarantine facility,Wakenya waandamana wakipinga mpango wa kituo cha karantini cha Marekani cha Ebola,,aljazeera.com,6/1/2026,
PSA00044,Security,Kenya: authorities probe arson incident that claimed lives of 16 school girls,Kenya: Mamlaka yachunguza tukio la uchomaji moto lililosababisha vifo vya wasichana 16 wa shule,,africanews.com,28/5/2026,
PSA00045,Security,Kenya transport protests turn deadly as four killed in fuel price unrest,Maandamano ya usafiri Kenya yageuka kuwa hatari huku watu wanne wakiuawa katika ghasia za bei ya mafuta,,africanews.com,18/5/2026,
PSA00046,Security,Protesters Arrested After Attempt to March to Africa Forward Summit in Nairobi,Waandamanaji Wakamatwa Baada ya Jaribio la Mkutano wa Maandamano ya Kuelekea Afrika jijini Nairobi,,dawan.africa,5/12/2026,
PSA00047,Security,Floods and landslides kill at least 18 in Kenya,Mafuriko na maporomoko ya ardhi yaua watu wasiopungua 18 nchini Kenya,,aljazeera.com,5/3/2026,
PSA00048,Security,Kenya on High Alert as Heavy Rains Trigger Flood Fears,Kenya Yatoa Tahadhari Kubwa Huku Mvua Kubwa Zikisababisha Hofu ya Mafuriko,,capitalfm.africa,29/4/2026,
PSA00049,Security,"Plane skids off runway in Kenya, passengers unharmed","Ndege yateleza kutoka kwenye njia ya kurukia ndege nchini Kenya, abiria hawajajeruhiwa",,reuters.com,24/4/2026,
PSA00050,Security,Murkomen: Over 100 Organized Gangs Operating Across Kenya as Government Tightens Crackdown,Murkomen: Zaidi ya Magenge 100 Yanayoendeshwa Kote Kenya Huku Serikali Ikiimarisha Ukandamizaji,,capitalfm.africa,21/4/2026,
PSA00051,Security,Gachagua Backs Gen Z Fuel Protests but Rules Out Opposition Participation,Gachagua Aunga Mkono Jenerali Z Kuchochea Maandamano Lakini Akataa Kushiriki kwa Upinzani,,capitalfm.africa,20/4/2026,
PSA00052,Security,MPs Raise Alarm Over Rise of Political Gangs Ahead of 2027 General Election,Wabunge Watoa Kelele Kuhusu Kuongezeka kwa Magenge ya Kisiasa Kabla ya Uchaguzi Mkuu wa 2027,,capitalfm.africa,14/4/2026,
PSA00053,Security,Kenya faces deadly flooding with at least 108 people killed,Kenya inakabiliwa na mafuriko makubwa huku takriban watu 108 wakifariki,,africanews.com,29/3/2026,
PSA00054,Security,President Ruto Assures Kenyans of Fuel Stability Amid Middle East Crisis,Rais Ruto Awahakikishia Wakenya Utulivu wa Mafuta Katikati ya Mgogoro wa Mashariki ya Kati,,capitalfm.africa,26/3/2026,
PSA00055,Security,"Floods in Kenya worsen as 2 rivers burst banks, with death toll climbing","Mafuriko nchini Kenya yazidi kuwa mabaya huku mito miwili ikipasuka kingo, huku idadi ya vifo ikiongezeka",,africanews.com,25/3/2026,
PSA00056,Security,Workers trapped as 22-storey building partially collapses in Westlands,Wafanyakazi wamekwama huku jengo la ghorofa 22 likiporomoka kwa sehemu huko Westlands,,capitalfm.africa,19/3/2026,
PSA00057,Security,Deadly building collapse in Nairobi after demolition goes wrong,Jengo laporomoka vibaya jijini Nairobi baada ya kubomolewa,,africanews.com,17/3/2026,
PSA00058,Security,"Flash floods in Nairobi kill 23, disrupt flights at major airport","Mafuriko ya ghafla jijini Nairobi yaua watu 23, yavuruga safari za ndege katika uwanja mkuu wa ndege",,reuters.com,3/7/2026,
PSA00059,Security,Government Assures Kenyans of Fuel Security Amid Middle East Crisis,Serikali Yawahakikishia Wakenya Usalama wa Mafuta Katikati ya Mgogoro wa Mashariki ya Kati,,dawan.africa,3/3/2026,
PSA00060,Security,Nairobi terror plot foiled: Weapons cache linked to Al-Shabaab seized by police,Mpango wa ugaidi Nairobi wazuiwa: Maficho ya silaha yanayohusiana na Al-Shabaab yakamatwa na polisi,,capitalfm.africa,20/2/2026,
PSA00061,Security,"INTERPOL operation exposes fraud hubs in Nigeria, Kenya as $4.3 million is recovered","Operesheni ya INTERPOL yafichua vituo vya ulaghai nchini Nigeria, Kenya huku dola milioni 4.3 zikipatikana",,africa.businessinsider.com,19/2/2026,
