PSA_ID,Domain,English,Kiswahili,Dholuo
217,Education,"The budget also allocates Ksh 4.1 billion for infrastructure development in primary and secondary schools, Ksh 4.0 billion for Higher Education Science, Technology and Research, and Ksh 3.0 billion for the School Feeding Programme.","Bajeti hiyo pia inatenga Ksh bilioni 4.1 kwa ajili ya maendeleo ya miundombinu katika shule za msingi na sekondari, Ksh bilioni 4.0 kwa ajili ya Sayansi, Teknolojia na Utafiti wa Elimu ya Juu, na Ksh bilioni 3.0 kwa ajili ya Programu ya Kulisha Shuleni.",
218,Education,"The Principal Secretary for Higher Education, Dr. Beatrice Muganda Inyangala, met with representatives from Shimizu Corporation at the Ministry of Foreign Affairs on Harambee Avenue to explore cooperation in engineering, research, and technology transfer.","Katibu Mkuu wa Elimu ya Juu, Dkt. Beatrice Muganda Inyangala, alikutana na wawakilishi kutoka Shirika la Shimizu katika Wizara ya Mambo ya Nje kwenye Harambee Avenue ili kuchunguza ushirikiano katika uhandisi, utafiti, na uhamishaji wa teknolojia.",
219,Education,"The proposed partnership will support student internships and training, faculty exchanges, and collaborative research in sustainable construction and infrastructure, aiming to unite government, universities, and industry to build technical capacity.","Ushirikiano uliopendekezwa utasaidia mafunzo ya wanafunzi na mafunzo, kubadilishana kwa wahadhiri, na utafiti shirikishi katika ujenzi endelevu na miundombinu, ukilenga kuunganisha serikali, vyuo vikuu, na tasnia ili kujenga uwezo wa kiufundi.",
220,Education,"Also present were Ambassador Isiaya Kabira, Prof. Eng. Ayub Gitau, Vice-Chancellor of the University of Nairobi, Prof. Benedict M. Mutua, Vice-Chancellor of the Technical University of Kenya, and Shimizu representatives.","Pia walikuwepo Balozi Isiaya Kabira, Prof. Eng. Ayub Gitau, Makamu Mkuu wa Chuo Kikuu cha Nairobi, Prof. Benedict M. Mutua, Makamu Mkuu wa Chuo Kikuu cha Ufundi cha Kenya, na wawakilishi wa Shimizu.",
221,Education,"The Principal Secretary for Higher Education, Dr. Beatrice Muganda Inyangala, witnessed the signing of a Memorandum of Understanding between Equity Bank and the European Union to expand scholarships for Kenyan students pursuing higher education at European universities.","Katibu Mkuu wa Elimu ya Juu, Dkt. Beatrice Muganda Inyangala, alishuhudia utiaji saini wa Mkataba wa Makubaliano kati ya Benki ya Equity na Umoja wa Ulaya ili kupanua ufadhili wa masomo kwa wanafunzi wa Kenya wanaofuata elimu ya juu katika vyuo vikuu vya Ulaya.",
222,Education,"The partnership marks a step toward empowering young people through education, strengthening global academic linkages, and opening new pathways for talent development.","Ushirikiano huu unaashiria hatua kuelekea kuwawezesha vijana kupitia elimu, kuimarisha uhusiano wa kitaaluma wa kimataifa, na kufungua njia mpya za kukuza vipaji.",
223,Education,"Also in attendance were Her Excellency Henriette Geiger, Ambassador of the European Union to Kenya, the Principal Secretary for Innovation and Research, Shaukat Abdulrazack, and Equity Group Foundation Executive Chairman Dr. James Mwangi.","Pia waliohudhuria walikuwa Mheshimiwa Henriette Geiger, Balozi wa Umoja wa Ulaya nchini Kenya, Katibu Mkuu wa Ubunifu na Utafiti, Shaukat Abdulrazack, na Mwenyekiti Mtendaji wa Equity Group Foundation Dkt. James Mwangi.",
224,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, joined the First Lady, Mama Rachel Ruto, together with the families and learners of Utumishi Girls Academy, for a requiem mass in honour of the young lives lost in the tragic fire at the institution.","Waziri wa Elimu, Julius Migos Ogamba, alijiunga na Mke wa Rais, Mama Rachel Ruto, pamoja na familia na wanafunzi wa Chuo cha Wasichana cha Utumishi, kwa misa ya wafu kwa heshima ya maisha ya vijana waliopotea katika moto mchungu katika taasisi hiyo.",
225,Education,The event reaffirmed the Government's commitment to building a safe and secure learning environment in which all learners can thrive and realise their full potential.,Tukio hilo lilithibitisha tena dhamira ya Serikali ya kujenga mazingira salama ya kujifunzia ambapo wanafunzi wote wanaweza kustawi na kutambua uwezo wao kamili.,
226,Education,"The Cabinet Secretary emphasized that through a multi-stakeholder approach, the Government will continue engaging all relevant actors to develop and implement sustainable strategies aimed at preventing the recurrence of such incidents in educational institutions.","Waziri alisisitiza kwamba kupitia mbinu ya wadau wengi, Serikali itaendelea kuwashirikisha wahusika wote husika ili kuendeleza na kutekeleza mikakati endelevu inayolenga kuzuia kujirudia kwa matukio kama hayo katika taasisi za elimu.",
227,Education,"The Ministry of Education's State Department for Basic Education paid tribute to the late Hon. Gideon Konchella, former Kilgoris Constituency MP, noting that during his two decades of service the constituency saw remarkable transformation in education, healthcare, and economic development.","Idara ya Elimu ya Msingi ya Wizara ya Elimu ilitoa heshima kwa marehemu Mhe. Gideon Konchella, aliyekuwa Mbunge wa Jimbo la Kilgoris, ikibainisha kwamba wakati wa miongo miwili ya utumishi wake, jimbo hilo liliona mabadiliko makubwa katika elimu, huduma za afya, na maendeleo ya kiuchumi.",
228,Education,"Hon. Konchella championed the establishment and growth of numerous educational institutions across Kilgoris Constituency, expanding access to learning opportunities for thousands of young people.","Mhe. Konchella alitetea uanzishwaji na ukuaji wa taasisi nyingi za elimu katika Jimbo la Kilgoris, akipanua upatikanaji wa fursa za kujifunza kwa maelfu ya vijana.",
229,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, on behalf of President Dr. William Samoei Ruto, graced the commemoration of the 80th Anniversary of the Thika School for the Visually Blind and the observance of International Albinism Awareness Day.","Waziri wa Elimu, Julius Migos Ogamba, kwa niaba ya Rais Dkt. William Samoei Ruto, alihudhuria maadhimisho ya miaka 80 ya Shule ya Thika ya Watu Wenye Vipofu na maadhimisho ya Siku ya Kimataifa ya Uelewa wa Ualbino.",
230,Education,"The event celebrated 8 decades of dedicated service to learners with visual impairments while highlighting the importance of inclusion, equality, and the protection of the rights and dignity of persons with albinism and other disabilities.","Hafla hiyo iliadhimisha miongo 8 ya huduma ya kujitolea kwa wanafunzi wenye ulemavu wa kuona huku ikisisitiza umuhimu wa ujumuishi, usawa, na ulinzi wa haki na utu wa watu wenye ualbino na ulemavu mwingine.",
231,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, representing Deputy President Prof. Kithure Kindiki, officially opened Kabete National Polytechnic's 4th International Research Conference, Competition, Innovation, Career Guidance and Expo.","Waziri wa Elimu, Julius Migos Ogamba, akimwakilisha Naibu Rais Prof. Kithure Kindiki, alifungua rasmi Mkutano wa 4 wa Kimataifa wa Utafiti wa Kabete National Polytechnic, Ushindani, Ubunifu, Mwongozo wa Kazi na Maonyesho.",
232,Education,"The conference brings together a variety of players in the TVET, research and innovation ecosystems to foster contemporary sector deliberations and exchanges shaping the future of education and training.","Mkutano huo unawaleta pamoja wachezaji mbalimbali katika mifumo ikolojia ya TVET, utafiti na uvumbuzi ili kukuza mijadala na mabadilishano ya sekta ya kisasa yanayounda mustakabali wa elimu na mafunzo.",
233,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, graced the Prize-Giving Day of Sironga Girls Senior School in Nyamira County.","Waziri wa Elimu, Julius Migos Ogamba, alihudhuria Siku ya Kutoa Tuzo ya Shule ya Wasichana ya Upili ya Sironga katika Kaunti ya Nyamira.",
234,Education,The occasion provided an opportunity to celebrate learner and teacher excellence by recognizing achievement and motivating others to excel.,Hafla hiyo ilitoa fursa ya kusherehekea ubora wa mwanafunzi na mwalimu kwa kutambua mafanikio na kuwahamasisha wengine kufanya vizuri.,
235,Education,"The event was attended by a host of Members of Parliament, including Hon. Steve Mogaka (West Mugirango), Hon. Jerusha Momanyi (Nyamira County), Hon. Japheth Nyakundi (Kitutu Chache North), Hon. John Bwire (Taveta), Hon. Didmus Barasa (Kimilili), Hon. Mwengi Mutuse (Kibwezi), and Hon. Renee Nyakerario (nominated).","Hafla hiyo ilihudhuriwa na Wabunge wengi akiwemo Mhe. Steve Mogaka (Mugirango Magharibi), Mhe. Jerusha Momanyi (Kaunti ya Nyamira), Mhe. Japheth Nyakundi (Kitutu Chache Kaskazini), Mhe. John Bwire (Taveta), Mhe. Didmus Barasa (Kimilili), Mhe. Mwengi Mutuse (Kibwezi), na Mhe. Renee Nyakerario (aliyeteuliwa).",
236,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, officially closed the 49th Annual Conference of the Kenya Secondary School Heads Association in Mombasa County.","Waziri wa Elimu, Julius Migos Ogamba, alifunga rasmi Mkutano wa 49 wa Mwaka wa Chama cha Wakuu wa Shule za Upili za Kenya katika Kaunti ya Mombasa.",
237,Education,"The conference brought together senior school principals from across the country to deliberate contemporary education sector issues, including school leadership, transition under the Competency-Based Education system, and school safety and stability.","Mkutano huo uliwakutanisha wakuu wa shule za upili kutoka kote nchini ili kujadili masuala ya kisasa ya sekta ya elimu, ikiwa ni pamoja na uongozi wa shule, mpito chini ya mfumo wa Elimu Unaozingatia Uwezo, na usalama na utulivu wa shule.",
238,Education,"The event was also attended by, among others, the Principal Secretary for Basic Education, John Ololtuaa, the Principal Secretary for Gender and Affirmative Action, Anne Wang'ombe, the Chairperson of the Teachers Service Commission, Dr. Jamleck Muturi, and Kibra MP, Hon. Peter Orero.","Hafla hiyo pia ilihudhuriwa na, miongoni mwa wengine, Katibu Mkuu wa Elimu ya Msingi, John Ololtuaa, Katibu Mkuu wa Jinsia na Ushirikiano, Anne Wang'ombe, Mwenyekiti wa Tume ya Utumishi wa Walimu, Dk Jamleck Muturi na Mbunge wa Kibra, Mhe. Peter Orero.",
239,Education,"The Cabinet Secretary for Education attended an event at Boys Senior School in Maua, Meru County, joined by, among others, the Cabinet Secretary for Water and Irrigation, Eric Muuga, the Governor for Meru County, Rev. Isaac Mutuma, Principal Secretaries, and a host of Members of Parliament.","Waziri wa Elimu alihudhuria hafla katika Shule ya Wavulana ya Upili huko Maua, Kaunti ya Meru, akiambatana na, miongoni mwa wengine, Katibu wa Maji na Umwagiliaji, Eric Muuga, Gavana wa Kaunti ya Meru, Mchungaji Isaac Mutuma, Makatibu Wakuu, na Wabunge wengi.",
240,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, joined President Dr. William Samoei Ruto and Deputy President Prof. Kithure Kindiki to celebrate the 60th Anniversary Thanksgiving of Burieruri Boys Senior School in Maua, Meru County.","Waziri wa Elimu, Julius Migos Ogamba, alijiunga na Rais Dkt. William Samoei Ruto na Naibu Rais Profesa Kithure Kindiki kusherehekea Sikukuu ya Shukrani ya Miaka 60 ya Shule ya Wavulana ya Burieruri huko Maua, Kaunti ya Meru.",
241,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, officially opened this quarter's national meeting of principals of TVET institutions at the Kenya School of TVET in Gigiri, Nairobi.","Waziri wa Elimu, Julius Migos Ogamba, alifungua rasmi mkutano wa kitaifa wa robo hii wa wakuu wa taasisi za TVET katika Shule ya Kenya ya TVET huko Gigiri, Nairobi.",
242,Education,The meeting provides an opportunity for TVET principals to take stock of progress made in implementing the TVET transformation agenda through the rollout of Competency-Based Education and Training and industry partnerships through dual training.,Mkutano huo unatoa fursa kwa wakuu wa vyuo vya elimu ya juu (TVET) kutathmini maendeleo yaliyopatikana katika kutekeleza ajenda ya mabadiliko ya elimu ya juu (TVET) kupitia utekelezaji wa Elimu na Mafunzo yanayozingatia Uwezo na ushirikiano wa sekta kupitia mafunzo mawili.,
243,Education,"The meeting was attended by, among others, the Principal Secretary for TVET, Dr. Esther Muoria.","Mkutano huo ulihudhuriwa, miongoni mwa wengine, na Katibu Mkuu wa TVET, Dkt. Esther Muoria.",
244,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, officially released the 2026/2027 universities and colleges placement results, following the successful completion of the placement exercise by the Kenya Universities and Colleges Central Placement Service (KUCCPS).","Waziri wa Elimu, Julius Migos Ogamba, alitoa rasmi matokeo ya uwekaji wa vyuo vikuu na vyuo vikuu vya 2026/2027, kufuatia kukamilika kwa mafanikio kwa zoezi la uwekaji wa vyuo vikuu na vyuo vikuu vya Kenya (KUCCPS).",
245,Education,"The event was held at the Edge Convention Centre, Nairobi, and was attended by the leadership of KUCCPS, Vice-Chancellors, and other sector players.","Hafla hiyo ilifanyika katika Kituo cha Mikutano cha Edge, Nairobi, na ilihudhuriwa na uongozi wa KUCCPS, Makamu wa Chansela, na wadau wengine wa sekta hiyo.",
246,Education,The transfer window for placement has been extended from two weeks to one month.,Kipindi cha uhamisho cha nafasi kimeongezwa kutoka wiki mbili hadi mwezi mmoja.,
247,Education,"Following the conclusion of the placement process, the higher education financing portal is open for application by first-time applicants at hef.co.ke or helb.co.ke.","Baada ya kukamilika kwa mchakato wa uwekaji, lango la ufadhili wa elimu ya juu limefunguliwa kwa maombi ya waombaji wa mara ya kwanza katika hef.co.ke au helb.co.ke.",
248,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, presided over the groundbreaking ceremony for school infrastructure improvement projects at Kihate Comprehensive School in Nyeri County.","Waziri wa Elimu, Julius Migos Ogamba, aliongoza sherehe ya uzinduzi wa miradi ya uboreshaji wa miundombinu ya shule katika Shule ya Kihate Comprehensive katika Kaunti ya Nyeri.",
