PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA001211,Agriculture,National Cereals and Produce Board is monitoring an outbreak of anthrax affecting goats in parts of Kilifi County.,Bodi ya Kitaifa ya Nafaka na Mazao inafuatilia mlipuko wa kimeta unaoathiri mbuzi katika sehemu za Kaunti ya Kilifi.,,Keep
PSA001212,Agriculture,Farmers keeping rabbits in Busia County are urged to report any suspected cases of Foot and Mouth Disease to their nearest veterinary office.,Wafugaji wanaofuga sungura katika Kaunti ya Busia wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Miguu na Midomo kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001213,Agriculture,State Department for Cooperatives is conducting a vaccination drive against Contagious Caprine Pleuropneumonia for donkeys keepers in Laikipia County.,Idara ya Ushirika ya Jimbo inaendesha kampeni ya chanjo dhidi ya Caprine Pleuropneumonia ya Kuambukiza kwa wafugaji wa punda katika Kaunti ya Laikipia.,,Keep
PSA001214,Agriculture,Livestock owners in Nyamira County are reminded that vaccination against rabies remains the most effective way to protect their poultry.,Wamiliki wa mifugo katika Kaunti ya Nyamira wanakumbushwa kwamba chanjo dhidi ya kichaa cha mbwa inasalia kuwa njia bora zaidi ya kuwalinda kuku wao.,,Keep
PSA001215,Agriculture,KEPHIS is conducting a vaccination drive against rabies for goats keepers in Trans Nzoia County.,KEPHIS inaendesha kampeni ya chanjo dhidi ya kichaa cha mbwa kwa wafugaji wa mbuzi katika Kaunti ya Trans Nzoia.,,Keep
PSA001216,Agriculture,Farmers in Siaya County keeping goats are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wafugaji wa mbuzi katika Kaunti ya Siaya wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001217,Agriculture,Kenya Meteorological Department is conducting a vaccination drive against Peste des Petits Ruminants for goats keepers in Homa Bay County.,Idara ya Hali ya Hewa ya Kenya inaendesha kampeni ya chanjo dhidi ya Wanyama wa Kulungu wa Peste des Petits kwa wafugaji wa mbuzi katika Kaunti ya Homa Bay.,,Keep
PSA001218,Agriculture,Livestock owners in Laikipia County are reminded that vaccination against Contagious Caprine Pleuropneumonia remains the most effective way to protect their pigs.,Wamiliki wa mifugo katika Kaunti ya Laikipia wanakumbushwa kwamba chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza inasalia kuwa njia bora zaidi ya kuwalinda nguruwe wao.,,Keep
PSA001219,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is monitoring an outbreak of rabies affecting sheep in parts of Kilifi County.","Wizara ya Kilimo, Mifugo na Uvuvi inafuatilia mlipuko wa kichaa cha mbwa kinachoathiri kondoo katika sehemu za Kaunti ya Kilifi.",,Keep
PSA001220,Agriculture,Livestock owners in Kakamega County are reminded that vaccination against Peste des Petits Ruminants remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Kakamega wanakumbushwa kwamba chanjo dhidi ya Peste des Petits Ruminants inasalia kuwa njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001221,Agriculture,Livestock owners in Machakos County are reminded that vaccination against Contagious Caprine Pleuropneumonia remains the most effective way to protect their bees.,Wamiliki wa mifugo katika Kaunti ya Machakos wanakumbushwa kwamba chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza inasalia kuwa njia bora zaidi ya kuwalinda nyuki wao.,,Keep
PSA001222,Agriculture,National Cereals and Produce Board is conducting a vaccination drive against anthrax for poultry keepers in Murang'a County.,Bodi ya Kitaifa ya Nafaka na Mazao inaendesha kampeni ya chanjo dhidi ya kimeta kwa wafugaji wa kuku katika Kaunti ya Murang'a.,,Keep
PSA001223,Agriculture,Farmers in West Pokot County keeping donkeys are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wakulima katika Kaunti ya West Pokot wanaofuga punda wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001224,Agriculture,Livestock owners in Taita Taveta County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their poultry.,Wamiliki wa mifugo katika Kaunti ya Taita Taveta wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda kuku wao.,,Keep
PSA001225,Agriculture,Kenya Meteorological Department is monitoring an outbreak of Contagious Caprine Pleuropneumonia affecting beef cattle in parts of Machakos County.,Idara ya Hali ya Hewa ya Kenya inafuatilia mlipuko wa Caprine Pleuropneumonia ya kuambukiza inayoathiri ng'ombe wa nyama katika sehemu za Kaunti ya Machakos.,,Keep
PSA001226,Agriculture,Farmers keeping donkeys in Kericho County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wakulima wanaofuga punda katika Kaunti ya Kericho wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001227,Agriculture,Farmers keeping beef cattle in Turkana County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa nyama katika Kaunti ya Turkana wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001228,Agriculture,FAO Kenya is monitoring an outbreak of Newcastle Disease affecting poultry in parts of Narok County.,FAO Kenya inafuatilia mlipuko wa Ugonjwa wa Newcastle unaoathiri kuku katika sehemu za Kaunti ya Narok.,,Keep
PSA001229,Agriculture,Livestock owners in Makueni County are reminded that vaccination against East Coast Fever remains the most effective way to protect their poultry.,Wamiliki wa mifugo katika Kaunti ya Makueni wanakumbushwa kwamba chanjo dhidi ya Homa ya Pwani ya Mashariki inasalia kuwa njia bora zaidi ya kuwalinda kuku wao.,,Keep
PSA001230,Agriculture,County Government Extension Services is conducting a vaccination drive against Peste des Petits Ruminants for pigs keepers in Baringo County.,Huduma za Ugani za Serikali ya Kaunti zinafanya kampeni ya chanjo dhidi ya Wanyama wa Kulungu wa Peste des Petits kwa wafugaji wa nguruwe katika Kaunti ya Baringo.,,Keep
PSA001231,Agriculture,Farmers in Kitui County keeping goats are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wakulima katika Kaunti ya Kitui wanaofuga mbuzi wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001232,Agriculture,Farmers in Marsabit County keeping rabbits are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wakulima katika Kaunti ya Marsabit wanaofuga sungura wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001233,Agriculture,Farmers in Kitui County keeping poultry are encouraged to maintain clean water points to reduce the spread of tick-borne fever.,Wafugaji wa kuku katika Kaunti ya Kitui wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa homa inayosababishwa na kupe.,,Keep
PSA001234,Agriculture,Livestock owners in Isiolo County are reminded that vaccination against tick-borne fever remains the most effective way to protect their pigs.,Wamiliki wa mifugo katika Kaunti ya Isiolo wanakumbushwa kwamba chanjo dhidi ya homa inayoenezwa na kupe inasalia kuwa njia bora zaidi ya kuwalinda nguruwe wao.,,Keep
PSA001235,Agriculture,Livestock owners in Murang'a County are reminded that vaccination against Contagious Caprine Pleuropneumonia remains the most effective way to protect their rabbits.,Wamiliki wa mifugo katika Kaunti ya Murang'a wanakumbushwa kwamba chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza inasalia kuwa njia bora zaidi ya kuwalinda sungura wao.,,Keep
PSA001236,Agriculture,County Directorate of Agriculture is monitoring an outbreak of anthrax affecting poultry in parts of Turkana County.,Kurugenzi ya Kilimo ya Kaunti inafuatilia mlipuko wa kimeta unaoathiri kuku katika sehemu za Kaunti ya Turkana.,,Keep
PSA001237,Agriculture,Farmers keeping bees in Kwale County are urged to report any suspected cases of anthrax to their nearest veterinary office.,Wakulima wanaofuga nyuki katika Kaunti ya Kwale wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kimeta kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001238,Agriculture,Agricultural Sector Transformation Programme is conducting a vaccination drive against tick-borne fever for dairy cows keepers in Wajir County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaendesha kampeni ya chanjo dhidi ya homa inayosababishwa na kupe kwa wafugaji wa ng'ombe wa maziwa katika Kaunti ya Wajir.,,Keep
PSA001239,Agriculture,KEPHIS is conducting a vaccination drive against East Coast Fever for poultry keepers in Narok County.,KEPHIS inaendesha kampeni ya chanjo dhidi ya Homa ya Pwani ya Mashariki kwa wafugaji wa kuku katika Kaunti ya Narok.,,Keep
PSA001240,Agriculture,Directorate of Veterinary Services is monitoring an outbreak of Foot and Mouth Disease affecting sheep in parts of Nandi County.,Kurugenzi ya Huduma za Mifugo inafuatilia mlipuko wa Ugonjwa wa Miguu na Midomo unaoathiri kondoo katika sehemu za Kaunti ya Nandi.,,Keep
PSA001241,Agriculture,Farmers keeping pigs in Vihiga County are urged to report any suspected cases of Peste des Petits Ruminants to their nearest veterinary office.,Wafugaji wanaofuga nguruwe katika Kaunti ya Vihiga wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Peste des Petits Ruminants kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001242,Agriculture,Farmers in Embu County keeping bees are encouraged to maintain clean water points to reduce the spread of Peste des Petits Ruminants.,Wakulima katika Kaunti ya Embu wanaofuga nyuki wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Peste des Petits Ruminants.,,Keep
PSA001243,Agriculture,Farmers keeping beef cattle in Nyamira County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa nyama katika Kaunti ya Nyamira wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001244,Agriculture,KEPHIS is monitoring an outbreak of rabies affecting dairy cows in parts of Turkana County.,KEPHIS inafuatilia mlipuko wa kichaa cha mbwa kinachoathiri ng'ombe wa maziwa katika sehemu za Kaunti ya Turkana.,,Keep
PSA001245,Agriculture,County Directorate of Agriculture is conducting a vaccination drive against East Coast Fever for dairy cattle keepers in Bomet County.,Kurugenzi ya Kilimo ya Kaunti inaendesha kampeni ya chanjo dhidi ya Homa ya Pwani ya Mashariki kwa wafugaji wa ng'ombe wa maziwa katika Kaunti ya Bomet.,,Keep
PSA001246,Agriculture,County Government Extension Services is monitoring an outbreak of Contagious Caprine Pleuropneumonia affecting beef cattle in parts of Kwale County.,Huduma za Ugani za Serikali ya Kaunti zinafuatilia mlipuko wa Caprine Pleuropneumonia ya kuambukiza inayoathiri ng'ombe wa nyama katika sehemu za Kaunti ya Kwale.,,Keep
PSA001247,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is monitoring an outbreak of tick-borne fever affecting goats in parts of Nandi County.","Wizara ya Kilimo, Mifugo na Uvuvi inafuatilia mlipuko wa homa inayosababishwa na kupe inayoathiri mbuzi katika sehemu za Kaunti ya Nandi.",,Keep
PSA001248,Agriculture,National Drought Management Authority is conducting a vaccination drive against rabies for poultry keepers in Homa Bay County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaendesha kampeni ya chanjo dhidi ya kichaa cha mbwa kwa wafugaji wa kuku katika Kaunti ya Homa Bay.,,Keep
PSA001249,Agriculture,FAO Kenya is monitoring an outbreak of Contagious Caprine Pleuropneumonia affecting goats in parts of Nyamira County.,FAO Kenya inafuatilia mlipuko wa ugonjwa wa Caprine Pleuropneumonia unaoathiri mbuzi katika sehemu za Kaunti ya Nyamira.,,Keep
PSA001250,Agriculture,County Directorate of Agriculture is monitoring an outbreak of anthrax affecting bees in parts of Kwale County.,Kurugenzi ya Kilimo ya Kaunti inafuatilia mlipuko wa kimeta kinachoathiri nyuki katika sehemu za Kaunti ya Kwale.,,Keep
PSA001251,Agriculture,Farmers in Marsabit County keeping beef cattle are encouraged to maintain clean water points to reduce the spread of Foot and Mouth Disease.,Wakulima katika Kaunti ya Marsabit wanaofuga ng'ombe wa nyama wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Miguu na Midomo.,,Keep
PSA001252,Agriculture,Livestock owners in Mandera County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Mandera wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001253,Agriculture,Farmers in Kericho County keeping goats are encouraged to maintain clean water points to reduce the spread of rabies.,Wakulima katika Kaunti ya Kericho wanaofuga mbuzi wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kichaa cha mbwa.,,Keep
PSA001254,Agriculture,KEPHIS is conducting a vaccination drive against rabies for beef cattle keepers in Marsabit County.,KEPHIS inaendesha kampeni ya chanjo dhidi ya kichaa cha mbwa kwa wafugaji wa ng'ombe wa nyama katika Kaunti ya Marsabit.,,Keep
PSA001255,Agriculture,Farmers in Bomet County keeping rabbits are encouraged to maintain clean water points to reduce the spread of rabies.,Wakulima katika Kaunti ya Bomet wanaofuga sungura wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kichaa cha mbwa.,,Keep
PSA001256,Agriculture,Livestock owners in Kakamega County are reminded that vaccination against tick-borne fever remains the most effective way to protect their goats.,Wamiliki wa mifugo katika Kaunti ya Kakamega wanakumbushwa kwamba chanjo dhidi ya homa inayosababishwa na kupe ndiyo njia bora zaidi ya kuwalinda mbuzi wao.,,Keep
PSA001257,Agriculture,Farmers in Busia County keeping dairy cattle are encouraged to maintain clean water points to reduce the spread of Peste des Petits Ruminants.,Wakulima katika Kaunti ya Busia wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Peste des Petits Ruminants.,,Keep
PSA001258,Agriculture,Kenya Meteorological Department is monitoring an outbreak of rabies affecting sheep in parts of Kitui County.,Idara ya Hali ya Hewa ya Kenya inafuatilia mlipuko wa kichaa cha mbwa kinachoathiri kondoo katika sehemu za Kaunti ya Kitui.,,Keep
PSA001259,Agriculture,Farmers keeping dairy cattle in Wajir County are urged to report any suspected cases of East Coast Fever to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Wajir wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Homa ya Pwani ya Mashariki kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001260,Agriculture,Livestock owners in Nyamira County are reminded that vaccination against Newcastle Disease remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Nyamira wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Newcastle inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001261,Agriculture,Farmers in Isiolo County keeping dairy cattle are encouraged to maintain clean water points to reduce the spread of Lumpy Skin Disease.,Wakulima katika Kaunti ya Isiolo wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Mabuu ya Ngozi.,,Keep
PSA001262,Agriculture,Farmers keeping rabbits in Marsabit County are urged to report any suspected cases of rabies to their nearest veterinary office.,Wafugaji wanaofuga sungura katika Kaunti ya Marsabit wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kichaa cha mbwa kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001263,Agriculture,Farmers in Migori County keeping poultry are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wafugaji wa kuku katika Kaunti ya Migori wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001264,Agriculture,Farmers in Uasin Gishu County keeping bees are encouraged to maintain clean water points to reduce the spread of tick-borne fever.,Wakulima katika Kaunti ya Uasin Gishu wanaofuga nyuki wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa homa inayosababishwa na kupe.,,Keep
PSA001265,Agriculture,State Department for Cooperatives is monitoring an outbreak of tick-borne fever affecting pigs in parts of Nandi County.,Idara ya Ushirika ya Jimbo inafuatilia mlipuko wa homa inayosababishwa na kupe inayoathiri nguruwe katika sehemu za Kaunti ya Nandi.,,Keep
